Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,실제 값,예측 값
24.9,50.59,1199,400,13023,19425,938.774,2.67,2.78,18.39,2.867,0.065,24097,1,1
23.79,52.05,933,704,12776,19494,939.091,2.27,2.36,15.63,2.438,0.055,10311,1,1
-18.078,50.67,1392,416,12955,19381,938.75,2.16,2.25,14.89,2.321,0.052,22415,1,1
31.81,35.76,576,2984,12644,19417,931.079,235.63,244.82,1621.72,252.905,5.722,291,1,1
20.018,44.16,203,454,12751,20516,937.424,1.68,1.75,11.59,1.808,0.041,2875,0,0
26.02,53.25,1120,400,12933,19445,938.695,1.67,1.74,11.52,1.797,0.041,19202,1,1
39.56,14.12,162,4374,12318,20415,930.884,0.98,1.01,6.72,1.047,0.024,780,1,1
21.67,52.25,58,400,13265,20163,939.646,2.21,2.3,15.21,2.372,0.054,4445,1,1
25.74,48.93,162,443,12772,20562,937.346,1.43,1.49,9.88,1.54,0.035,2659,0,0
-0.597,51.71,1358,410,12950,19384,938.692,2.04,2.12,14.02,2.186,0.049,21218,1,1
15.942,53.28,1155,401,12898,19431,938.737,1.48,1.54,10.18,1.588,0.036,17450,1,1
13.76,51.26,6,400,12697,19746,939.824,0.08,0.1,0.47,0.11,0.025,352,0,0
25.92,49.1,929,687,12786,19489,939.108,2.27,2.36,15.61,2.434,0.055,10541,1,1
-8.854,54.94,46,400,13238,20180,939.678,2.16,2.24,14.84,2.315,0.052,5160,1,1
-20.414,50.97,1314,400,12974,19398,938.739,1.97,2.05,13.55,2.114,0.048,22685,1,1
22.05,49.32,72,400,13224,20197,939.645,1.85,1.92,12.71,1.982,0.045,5906,1,1
24.4,53.24,1036,575,12825,19471,938.991,2.04,2.12,14.06,2.192,0.05,12358,1,1
-4.547,42.2,148,440,12766,20570,937.349,1.74,1.81,11.96,1.865,0.042,1914,0,0
-8.747,48.69,45,400,13237,20172,939.665,1.61,1.68,11.11,1.733,0.039,5121,1,1
26.57,48.84,1300,400,12992,19411,938.783,1.82,1.89,12.54,1.956,0.044,24371,1,1
13.46,50.55,18,412,12534,19646,939.773,0.08,0.3,0.03,0.341,0.208,71,0,0
24.33,54.13,1392,410,12962,19382,938.691,1.75,1.82,12.06,1.88,0.042,22199,1,1
15.408,48.91,1176,479,12855,19445,938.908,2.36,2.45,16.26,2.536,0.057,14468,1,1
48.36,22.66,13610,558,12739,19104,936.892,0.95,0.99,6.54,1.02,0.023,4444,0,0
21.11,50.93,186,400,13163,20073,939.604,0.86,0.9,5.94,0.926,0.021,6609,1,1
17.468,42.24,178,417,12774,20536,937.365,1.53,1.59,10.5,1.637,0.037,3229,0,0
26.36,50.43,1314,400,12974,19403,938.739,1.96,2.04,13.49,2.103,0.048,22686,1,1
22.42,61.4,681,753,12766,19583,939.135,2.66,2.76,18.28,2.851,0.064,9560,1,1
-18.331,54.17,1356,409,12965,19385,938.738,1.78,1.85,12.22,1.906,0.043,22440,1,1
-4.216,41.29,127,400,12786,20592,937.434,1.56,1.63,10.77,1.679,0.038,1846,0,0
24.8,52.21,1145,509,12849,19447,938.92,2.38,2.48,16.41,2.559,0.058,13903,1,1
13.407,53.45,1132,469,12864,19441,938.816,1.93,2.0,13.26,2.068,0.047,14936,1,1
-21.898,12.2,60000,1180,12410,18014,936.717,403.55,452.43,2694.12,472.772,41.974,5288,0,0
19.78,54.44,24,400,13252,20232,939.689,2.43,2.52,16.71,2.606,0.059,5802,1,1
6.617,48.59,167,440,12768,20558,937.324,1.98,2.06,13.62,2.124,0.048,2534,0,0
17.695,52.66,1141,400,12909,19446,938.705,1.85,1.92,12.75,1.987,0.045,17863,1,1
36.67,15.5,174,3404,12478,20425,930.877,1.07,1.11,7.37,1.149,0.026,807,1,1
-6.632,50.12,201,400,13155,20076,939.607,0.86,0.9,5.94,0.926,0.021,6614,1,1
13.0,49.2,1122,400,12891,19451,938.776,1.62,1.68,11.16,1.74,0.039,16568,1,1
28.39,42.8,64,400,12796,20661,937.419,1.84,1.91,12.67,1.976,0.045,1470,0,0
15.783,48.54,1101,598,12810,19454,939.04,1.96,2.04,13.51,2.106,0.048,11890,1,1
24.64,53.0,1362,416,12988,19392,938.808,1.72,1.79,11.83,1.845,0.042,24702,1,1
-5.254,52.76,225,400,13142,20039,939.551,0.51,0.53,3.5,0.545,0.012,7024,1,1
-1.365,52.48,106,400,13234,20110,939.621,2.17,2.25,14.91,2.325,0.053,4085,1,1
24.68,52.91,1321,403,12972,19394,938.698,1.8,1.87,12.41,1.935,0.044,23382,1,1
19.174,47.4,1260,428,12914,19417,938.691,1.45,1.51,9.98,1.557,0.035,19651,1,1
-4.961,55.81,254,400,13127,20014,939.548,0.42,0.43,2.86,0.446,0.01,7126,1,1
26.98,47.82,1212,407,12934,19439,938.732,1.65,1.72,11.36,1.772,0.04,19943,1,1
18.759,20.59,37130,771,12622,18674,936.891,0.42,0.43,2.86,0.446,0.01,4532,0,0
21.68,44.97,57,400,12830,20713,937.521,2.29,2.37,15.73,2.453,0.055,482,0,0
26.85,48.23,1180,400,12918,19425,938.715,1.46,1.52,10.07,1.571,0.035,18734,1,1
25.81,52.86,994,579,12826,19487,939.082,2.11,2.19,14.52,2.264,0.051,11822,1,1
24.89,50.89,1149,609,12807,19440,939.027,1.89,1.97,13.04,2.033,0.046,11977,1,1
25.99,47.08,1243,447,12861,19417,938.815,1.7,1.77,11.69,1.823,0.041,15631,1,1
25.54,48.03,1140,422,12893,19443,938.724,1.84,1.91,12.68,1.978,0.045,17792,1,1
-5.191,53.61,69,400,13251,20166,939.668,2.25,2.34,15.47,2.413,0.054,4493,1,1
-5.192,57.01,363,400,13062,19899,939.273,0.52,0.54,3.55,0.553,0.012,8921,1,1
-4.177,53.17,1343,417,12988,19397,938.795,1.81,1.88,12.44,1.94,0.044,24404,1,1
17.712,53.12,1126,400,12910,19450,938.688,1.76,1.83,12.11,1.889,0.043,17867,1,1
11.151,46.05,196,400,13128,19973,939.666,0.71,0.74,4.89,0.763,0.017,3036,0,0
25.22,55.02,33,400,13123,20001,939.615,0.61,0.63,4.19,0.653,0.015,1638,0,0
26.81,47.45,1078,594,12821,19465,939.049,2.23,2.32,15.34,2.392,0.054,11960,1,1
25.17,54.15,975,623,12812,19485,939.058,2.23,2.32,15.35,2.394,0.054,11176,1,1
-5.209,51.07,355,400,13061,19901,939.261,0.44,0.46,3.06,0.477,0.011,8954,1,1
27.87,40.49,89,417,12771,20656,937.517,2.08,2.16,14.29,2.229,0.05,1013,0,0
26.54,48.39,1067,591,12818,19469,939.075,2.05,2.13,14.14,2.205,0.05,11831,1,1
26.83,48.1,1341,405,12958,19392,938.697,1.75,1.82,12.06,1.88,0.042,21256,1,1
23.85,43.96,0,1325,13005,20109,931.18,5302.5,5580.02,36316.79,5775.77,197.367,47,1,1
26.64,48.87,1256,400,12996,19412,938.843,1.72,1.78,11.81,1.842,0.042,24913,1,1
27.005,52.58,27,400,12993,19906,939.756,0.15,0.15,1.01,0.158,0.004,892,0,0
-4.564,44.67,130,417,12777,20582,937.358,1.85,1.92,12.74,1.987,0.045,1917,0,0
26.26,46.42,117,424,12771,20601,937.382,1.93,2.0,13.27,2.07,0.047,1683,0,0
40.53,13.92,0,1169,13014,20497,930.948,0.68,0.71,4.68,0.729,0.016,592,1,1
24.31,53.73,1281,400,13006,19408,938.744,2.0,2.07,13.74,2.143,0.048,24058,1,1
26.696,50.39,19,400,12950,19885,939.766,0.24,0.24,1.62,0.253,0.006,767,0,0
25.65,39.28,0,400,13434,21266,937.377,1.95,2.03,13.45,2.097,0.047,3714,0,0
17.85,48.92,29,400,13098,19994,939.701,0.55,0.58,3.82,0.595,0.013,1438,0,0
28.87,41.18,78,400,12794,20645,937.435,2.0,2.08,13.75,2.144,0.048,1483,0,0
-4.104,56.28,310,400,13107,19950,939.407,0.28,0.29,1.94,0.302,0.007,7862,1,1
-4.085,56.13,294,400,13110,19975,939.451,0.32,0.33,2.2,0.343,0.008,7695,1,1
19.626,52.18,1186,400,12916,19435,938.726,1.76,1.83,12.1,1.887,0.043,18363,1,1
24.73,52.87,1216,411,12909,19422,938.695,1.53,1.59,10.53,1.642,0.037,18824,1,1
26.32,49.48,1011,590,12822,19476,939.079,1.96,2.03,13.48,2.102,0.047,11767,1,1
26.81,48.32,1134,400,12900,19446,938.723,1.81,1.88,12.44,1.94,0.044,17653,1,1
24.47,53.54,1159,433,12871,19441,938.828,1.71,1.77,11.76,1.833,0.041,15420,1,1
21.983,49.87,29,440,12544,19631,939.813,0.0,0.0,0.0,0.001,0.001,147,0,0
19.154,51.7,1073,493,12862,19471,938.874,2.24,2.33,15.45,2.409,0.054,13683,1,1
18.43,56.98,362,400,13069,19900,939.285,0.35,0.37,2.42,0.377,0.009,8809,1,1
-21.191,48.55,1331,400,12975,19395,938.724,1.97,2.04,13.54,2.112,0.048,22814,1,1
25.64,51.22,938,665,12797,19496,939.068,2.18,2.26,14.98,2.336,0.053,10762,1,1
-8.911,48.62,35,400,13247,20182,939.706,2.55,2.65,17.52,2.733,0.062,5183,1,1
-9.207,41.34,80,400,12787,20655,937.472,1.55,1.61,10.67,1.664,0.038,1299,0,0
14.384,53.72,1147,407,12891,19433,938.805,1.57,1.64,10.84,1.69,0.038,17038,1,1
24.47,53.61,1140,411,12886,19444,938.75,1.54,1.6,10.61,1.654,0.037,16318,1,1
10.85,56.62,13,401,12540,19626,939.809,0.03,0.08,0.05,0.092,0.052,113,0,0
-4.31,54.02,806,947,12650,19529,939.142,2.75,2.86,18.96,2.957,0.067,9695,1,1
26.96,48.0,1231,400,12942,19415,938.743,1.71,1.78,11.76,1.834,0.041,20303,1,1
19.88,49.41,24,400,13203,20136,939.597,1.04,1.08,7.19,1.121,0.025,2368,0,0
19.257,48.09,1172,400,12915,19439,938.703,1.69,1.76,11.63,1.813,0.041,18255,1,1
12.188,48.71,1208,427,12871,19423,938.754,1.8,1.87,12.41,1.935,0.044,16113,1,1
15.66,52.51,30,400,13082,19979,939.707,0.63,0.66,4.34,0.677,0.015,1450,0,0
26.41,50.17,1341,404,12957,19403,938.685,1.84,1.91,12.67,1.976,0.045,21066,1,1
26.9,44.96,86,403,12819,20667,937.518,2.16,2.24,14.86,2.317,0.052,601,0,0
3.615,56.07,342,400,13098,19874,939.681,1.36,1.42,9.39,1.464,0.033,3645,1,1
-0.208,47.83,111,400,13230,20090,939.637,1.94,2.02,13.35,2.082,0.047,3977,1,1
26.95,47.64,1170,411,12877,19439,938.779,1.66,1.73,11.45,1.786,0.04,16160,1,1
-15.977,47.66,1333,400,12970,19398,938.701,2.01,2.09,13.83,2.157,0.049,22228,1,1
5.863,48.11,1057,652,12801,19467,939.083,2.15,2.23,14.8,2.308,0.052,10960,1,1
25.588,50.23,14,400,12814,19808,939.821,0.14,0.15,0.92,0.158,0.012,536,0,0
58.27,17.18,45969,888,12556,18529,936.911,0.8,0.83,5.48,0.855,0.019,4611,0,0
27.11,47.32,1228,408,12907,19417,938.737,1.55,1.61,10.64,1.659,0.037,18628,1,1
25.95,46.86,1132,567,12824,19448,938.932,2.07,2.16,14.28,2.227,0.05,13051,1,1
24.66,52.91,1383,420,12957,19382,938.705,1.89,1.96,13.0,2.026,0.046,21763,1,1
25.57,49.95,892,693,12779,19502,939.097,2.22,2.31,15.3,2.387,0.054,10303,1,1
25.1,50.66,1208,418,12878,19429,938.74,1.66,1.73,11.44,1.783,0.04,16356,1,1
38.8,31.91,2249,400,13147,20046,936.833,1.57,1.63,10.81,1.685,0.038,4271,0,0
-21.978,11.26,60000,1535,12216,17731,936.722,247.32,277.24,1651.28,289.692,25.677,5300,0,0
-9.246,49.15,45,400,13246,20217,939.739,2.41,2.5,16.57,2.583,0.058,5601,1,1
20.33,56.43,354,400,13095,19866,939.678,1.4,1.46,9.65,1.504,0.034,3647,1,1
24.38,54.01,1389,408,12959,19381,938.705,1.71,1.78,11.76,1.834,0.041,22196,1,1
-9.198,49.19,52,400,13246,20197,939.733,2.62,2.72,18.05,2.815,0.064,5662,1,1
12.471,53.35,1176,406,12875,19439,938.754,1.49,1.55,10.28,1.604,0.036,16312,1,1
11.801,47.25,1115,641,12794,19453,939.057,2.17,2.25,14.91,2.325,0.053,11494,1,1
19.86,53.71,127,400,13225,20091,939.621,2.13,2.22,14.69,2.29,0.052,4082,1,1
-8.478,54.73,40,400,13237,20174,939.665,1.84,1.91,12.65,1.973,0.045,5039,1,1
26.911,54.7,33,400,13056,19937,939.743,0.36,0.37,2.46,0.383,0.009,1229,0,0
16.89,53.96,35,400,13131,20015,939.65,0.6,0.62,4.11,0.64,0.014,2060,0,0
18.88,54.92,226,400,13138,20039,939.607,0.39,0.41,2.71,0.422,0.01,6822,1,1
-4.18,41.99,123,400,12786,20591,937.433,1.61,1.67,11.07,1.726,0.039,1836,0,0
20.739,52.0,1168,409,12913,19440,938.692,1.4,1.45,9.63,1.502,0.034,18879,1,1
13.04,54.51,16,400,12969,19900,939.767,0.17,0.18,1.17,0.183,0.004,840,0,0
0.853,48.78,1323,400,12954,19394,938.684,2.07,2.15,14.25,2.221,0.05,21131,1,1
24.75,52.58,1356,404,12975,19392,938.691,1.82,1.9,12.56,1.958,0.044,23320,1,1
24.54,53.26,1138,474,12852,19446,938.909,1.82,1.89,12.54,1.956,0.044,14395,1,1
24.57,52.9,1105,555,12828,19451,938.896,2.12,2.2,14.6,2.276,0.051,12951,1,1
26.94,47.74,1063,428,12878,19467,938.841,1.7,1.76,11.68,1.822,0.041,15316,1,1
26.02,53.01,1076,400,12906,19450,938.824,1.87,1.94,12.87,2.007,0.045,17042,1,1
13.315,48.58,1118,400,12896,19450,938.77,2.11,2.19,14.49,2.26,0.051,16691,1,1
20.12,52.65,136,400,13216,20077,939.614,1.99,2.07,13.7,2.137,0.048,4127,1,1
14.28,50.49,3,400,12813,19809,939.825,0.15,0.16,0.98,0.168,0.013,534,0,0
-5.055,43.21,127,400,12789,20600,937.348,1.73,1.8,11.89,1.855,0.042,2010,0,0
23.134,53.06,83,400,13113,19979,939.615,0.55,0.57,3.76,0.586,0.013,1931,0,0
26.51,49.29,1331,417,12946,19393,938.691,2.17,2.25,14.93,2.328,0.053,20888,1,1
21.9,58.73,608,539,12872,19655,939.236,2.26,2.35,15.57,2.428,0.055,9339,1,1
20.494,51.35,1195,400,12923,19429,938.681,1.65,1.71,11.35,1.77,0.04,19297,1,1
21.77,58.15,868,950,12650,19517,939.157,2.83,2.94,19.45,3.034,0.069,9653,1,1
27.08,47.51,1149,400,12927,19438,938.699,1.69,1.76,11.65,1.817,0.041,19708,1,1
0.986,52.28,1268,400,12962,19413,938.705,2.04,2.12,14.03,2.187,0.049,21123,1,1
17.17,52.39,44,400,13132,20013,939.623,0.89,0.92,6.12,0.954,0.022,2045,0,0
56.83,11.49,4717,400,13416,19703,936.686,0.62,0.65,4.3,0.67,0.015,5437,0,0
24.06,54.11,690,705,12784,19568,939.125,2.43,2.52,16.71,2.605,0.059,9923,1,1
27.12,44.45,60,415,12834,20728,937.586,2.46,2.55,16.91,2.637,0.06,361,0,0
18.281,42.48,161,424,12777,20556,937.398,1.73,1.8,11.92,1.859,0.042,2803,0,0
25.48,45.76,0,400,13112,20884,937.465,1.98,2.05,13.6,2.12,0.048,3495,0,0
-8.941,49.57,0,400,13281,20279,939.686,2.3,2.39,15.82,2.468,0.056,5843,1,1
26.75,48.63,1164,400,12929,19431,938.706,1.75,1.82,12.04,1.877,0.042,19692,1,1
29.42,40.3,18,420,12868,20775,937.609,1.96,2.04,13.5,2.106,0.048,29,0,0
16.886,49.01,193,421,12767,20523,937.379,1.83,1.9,12.6,1.965,0.044,3256,0,0
19.72,64.73,629,556,12864,19639,939.224,2.29,2.38,15.78,2.46,0.056,9365,1,1
22.22,57.49,764,725,12767,19542,939.131,2.58,2.68,17.75,2.767,0.063,9974,1,1
-8.029,50.19,27,400,13248,20185,939.674,2.28,2.37,15.69,2.446,0.055,4931,1,1
24.36,53.74,1247,400,12952,19410,938.742,2.17,2.25,14.92,2.327,0.053,20400,1,1
37.05,15.33,0,864,13138,20755,930.867,1.1,1.14,7.54,1.176,0.027,800,1,1
-8.905,54.6,11,400,13258,20254,939.678,2.51,2.6,17.26,2.691,0.061,5862,1,1
46.16,16.42,51,400,13557,21110,936.81,0.95,0.99,6.53,1.019,0.023,4717,0,0
20.164,40.5,55,400,12839,20709,937.511,2.04,2.12,14.06,2.192,0.05,518,0,0
12.062,53.17,1141,422,12875,19441,938.819,1.99,2.07,13.72,2.14,0.048,15591,1,1
27.06,47.29,1048,430,12876,19465,938.831,1.94,2.01,13.32,2.077,0.047,15084,1,1
-20.793,52.52,1308,400,12979,19409,938.733,1.67,1.74,11.53,1.797,0.041,22743,1,1
24.51,53.69,1251,405,12902,19420,938.742,1.51,1.57,10.4,1.622,0.037,18356,1,1
16.47,53.68,67,400,13113,19991,939.649,0.73,0.76,5.01,0.782,0.018,1809,0,0
18.24,58.21,374,400,13044,19882,939.255,0.38,0.39,2.59,0.404,0.009,9147,1,1
24.75,52.52,1327,419,12991,19400,938.85,1.93,2.01,13.3,2.074,0.047,24939,1,1
18.37,57.36,356,400,13065,19911,939.258,0.51,0.53,3.53,0.55,0.012,8925,1,1
16.21,54.21,15,400,13143,20033,939.62,1.04,1.08,7.16,1.117,0.025,1691,0,0
24.83,52.06,1099,438,12877,19452,938.835,1.66,1.72,11.4,1.778,0.04,15161,1,1
16.86,52.42,88,400,13109,19962,939.62,0.58,0.61,4.01,0.625,0.014,1927,0,0
20.504,22.29,14340,598,12706,19045,936.925,0.91,0.94,6.25,0.975,0.022,4433,0,0
-17.899,49.22,1373,401,12982,19387,938.681,1.94,2.02,13.37,2.085,0.047,23770,1,1
0.416,15.78,852,400,13733,20459,936.702,0.59,0.61,4.04,0.63,0.014,5640,0,0
-7.887,51.19,168,400,13181,20102,939.667,0.82,0.86,5.68,0.885,0.02,6248,1,1
20.183,49.82,1226,415,12923,19423,938.675,2.01,2.08,13.8,2.152,0.049,19414,1,1
20.6,51.57,317,400,13112,19954,939.414,0.2,0.21,1.41,0.22,0.005,8217,1,1
25.894,39.57,40,400,12842,20755,937.583,2.25,2.34,15.5,2.417,0.055,348,0,0
46.5,16.29,89,400,13544,21072,936.811,1.07,1.11,7.33,1.143,0.026,4714,0,0
20.076,40.37,65,400,12833,20704,937.498,2.06,2.14,14.17,2.21,0.05,520,0,0
-4.082,50.82,288,400,13119,19981,939.437,0.37,0.39,2.57,0.401,0.009,7717,1,1
12.832,53.49,1151,406,12885,19444,938.753,1.84,1.91,12.63,1.97,0.044,16495,1,1
-4.864,55.42,344,400,13088,19914,939.326,0.39,0.4,2.66,0.415,0.009,8577,1,1
12.758,47.58,1118,407,12891,19447,938.769,1.77,1.84,12.17,1.898,0.043,16461,1,1
33.12,51.57,3034,400,13291,19857,936.967,0.53,0.55,3.67,0.572,0.013,4070,0,0
20.99,50.34,332,400,13092,19935,939.322,0.3,0.32,2.09,0.326,0.007,8622,1,1
20.132,52.46,0,400,12453,19195,939.756,0.9,3.78,0.0,4.369,2.78,9,0,0
24.55,52.56,1084,586,12821,19463,939.045,1.69,1.76,11.64,1.814,0.041,11985,1,1
16.71,53.52,1117,405,12900,19447,938.714,1.38,1.43,9.5,1.482,0.033,17633,1,1
15.355,47.38,1178,474,12854,19439,938.905,2.18,2.27,15.04,2.345,0.053,14479,1,1
26.36,50.35,1266,401,12995,19410,938.871,1.87,1.94,12.87,2.006,0.045,24967,1,1
-10.561,52.65,1184,400,13031,19436,938.769,2.02,2.1,13.9,2.167,0.049,24168,1,1
20.04,53.3,63,400,13226,20155,939.711,2.09,2.17,14.37,2.24,0.051,5143,1,1
24.79,52.3,1107,470,12861,19448,938.906,1.48,1.53,10.16,1.585,0.036,14383,1,1
-0.943,47.4,131,400,13222,20076,939.662,1.99,2.07,13.73,2.14,0.048,4045,1,1
-4.826,53.93,337,400,13105,19936,939.33,0.28,0.29,1.94,0.302,0.007,8546,1,1
19.122,53.84,27,400,13202,20139,939.57,1.31,1.36,9.03,1.408,0.032,2355,0,0
37.56,14.71,0,1052,13043,20645,930.877,1.06,1.11,7.32,1.142,0.026,796,1,1
16.925,47.39,1017,579,12829,19472,939.035,2.12,2.2,14.6,2.276,0.051,12021,1,1
24.59,53.03,1341,412,12982,19386,938.787,1.9,1.98,13.1,2.043,0.046,24403,1,1
-4.095,40.83,73,400,12787,20668,937.514,2.08,2.16,14.3,2.23,0.05,1003,0,0
13.795,53.7,1147,404,12888,19452,938.737,1.7,1.76,11.68,1.821,0.041,16857,1,1
35.51,16.12,113,2231,12655,20491,930.902,1.09,1.13,7.49,1.168,0.026,872,1,1
26.02,47.56,150,422,12779,20568,937.298,1.64,1.71,11.3,1.763,0.04,2346,0,0
40.53,15.06,331,13748,11811,19778,930.936,3.46,3.59,23.78,3.708,0.084,481,1,1
27.04,47.61,1350,400,12968,19386,938.694,1.9,1.97,13.05,2.035,0.046,22230,1,1
19.604,38.82,9267,400,12899,19370,936.86,0.6,0.62,4.14,0.645,0.015,4218,0,0
12.492,39.71,0,400,13456,21304,937.39,2.12,2.2,14.57,2.271,0.051,3751,0,0
19.87,42.68,192,426,12774,20531,937.348,1.81,1.88,12.46,1.943,0.044,3100,0,0
33.53,17.07,0,400,13389,21076,930.914,1.02,1.06,7.04,1.099,0.025,1127,1,1
24.58,52.84,1161,547,12837,19443,938.916,2.18,2.26,14.99,2.338,0.053,13131,1,1
22.18,48.5,115,400,13229,20102,939.621,1.92,2.0,13.23,2.064,0.047,4094,1,1
24.48,53.61,1155,402,12893,19443,938.779,1.69,1.76,11.66,1.818,0.041,16976,1,1
20.57,47.25,74,400,13198,20101,939.665,1.0,1.04,6.89,1.074,0.024,2667,0,0
15.45,54.99,0,400,13045,19961,939.741,0.29,0.3,2.01,0.314,0.007,1034,0,0
12.868,53.14,1124,445,12867,19455,938.822,1.64,1.7,11.29,1.76,0.04,15110,1,1
27.12,47.19,1109,424,12875,19441,938.825,1.95,2.02,13.4,2.09,0.047,15386,1,1
40.56,15.46,2218,38201,11322,19021,930.949,39.58,41.12,272.41,42.48,0.959,444,1,1
24.55,53.01,1101,539,12834,19450,938.879,1.87,1.94,12.85,2.003,0.045,13194,1,1
24.54,53.23,1132,490,12849,19453,938.92,1.84,1.92,12.69,1.979,0.045,14155,1,1
19.99,53.66,25,400,13253,20185,939.673,2.2,2.28,15.13,2.36,0.053,4788,1,1
15.634,13.06,14056,452,12786,19062,936.873,1.02,1.06,7.03,1.096,0.025,4619,0,0
26.83,48.28,1341,400,12982,19393,938.72,1.58,1.64,10.89,1.698,0.038,23658,1,1
27.11,47.29,1124,402,12881,19448,938.792,1.37,1.42,9.41,1.467,0.033,15988,1,1
12.586,49.25,1346,420,12987,19395,938.827,1.94,2.01,13.34,2.081,0.047,24851,1,1
-11.058,47.66,1325,406,12962,19399,938.735,2.16,2.25,14.88,2.32,0.052,21867,1,1
20.58,51.81,308,400,13106,19948,939.411,0.19,0.2,1.29,0.202,0.005,8216,1,1
3.437,47.97,183,447,12768,20550,937.32,2.08,2.16,14.32,2.234,0.05,2467,0,0
-8.525,49.81,30,400,13247,20185,939.672,1.92,2.0,13.22,2.061,0.047,5052,1,1
-4.99,48.12,1299,400,12993,19397,938.789,1.81,1.88,12.45,1.941,0.044,24377,1,1
25.332,48.67,13,400,13126,20025,939.614,0.55,0.57,3.78,0.589,0.013,1619,0,0
17.294,50.86,1147,400,12936,19450,938.723,1.52,1.57,10.43,1.627,0.037,19925,1,1
19.75,52.43,48,400,13217,20124,939.627,1.01,1.05,6.92,1.08,0.024,2596,0,0
27.32,39.03,0,400,13432,21318,937.411,1.92,1.99,13.2,2.058,0.046,3701,0,0
17.93,49.58,8,400,13116,20007,939.709,0.56,0.58,3.85,0.6,0.014,1492,0,0
24.8,51.96,1191,552,12830,19440,938.913,2.08,2.17,14.34,2.237,0.051,13122,1,1
15.164,48.83,1222,421,12884,19428,938.8,1.6,1.67,11.04,1.722,0.039,17253,1,1
27.11,47.37,1193,400,12925,19435,938.698,1.86,1.93,12.81,1.997,0.045,19229,1,1
20.51,52.95,342,400,13090,19925,939.292,0.32,0.34,2.23,0.347,0.008,8771,1,1
25.19,49.92,1243,412,12922,19421,938.737,1.61,1.68,11.1,1.731,0.039,20014,1,1
15.588,12.98,12534,400,12836,19172,936.866,1.02,1.06,7.04,1.098,0.025,4620,0,0
29.12,41.0,85,400,12827,20686,937.531,2.0,2.08,13.79,2.15,0.049,513,0,0
-6.127,48.69,1362,405,12955,19387,938.725,1.77,1.84,12.18,1.899,0.043,21552,1,1
26.43,49.98,1343,400,12962,19401,938.729,1.95,2.03,13.45,2.097,0.047,21787,1,1
14.075,52.81,1048,426,12881,19472,938.877,1.72,1.79,11.85,1.848,0.042,14762,1,1
20.504,52.65,1237,417,12907,19412,938.706,1.88,1.95,12.93,2.016,0.046,18703,1,1
24.73,43.81,0,400,13407,21216,937.403,2.13,2.21,14.65,2.284,0.052,3786,0,0
28.86,42.3,189,432,12765,20529,937.343,1.67,1.74,11.51,1.795,0.041,3048,0,0
4.98,53.73,1358,410,12945,19393,938.713,2.33,2.42,16.01,2.497,0.056,20879,1,1
25.95,47.42,115,417,12781,20608,937.408,1.78,1.85,12.24,1.908,0.043,1515,0,0
18.05,52.95,72,400,13194,20100,939.656,1.19,1.23,8.18,1.275,0.029,2645,0,0
18.685,50.48,49,400,13192,20124,939.598,0.92,0.96,6.34,0.989,0.022,2396,0,0
19.987,40.27,47,400,12832,20713,937.509,2.11,2.19,14.52,2.264,0.051,522,0,0
20.139,47.01,1187,530,12838,19442,938.869,1.5,1.56,10.34,1.612,0.036,13405,1,1
24.47,53.42,1172,465,12854,19439,938.889,1.77,1.83,12.15,1.895,0.043,14580,1,1
12.176,39.03,0,400,13432,21310,937.421,1.93,2.01,13.31,2.076,0.047,3700,0,0
25.92,52.04,956,579,12823,19487,939.05,2.32,2.41,15.93,2.485,0.056,11703,1,1
26.5,45.21,128,417,12777,20586,937.37,2.06,2.14,14.15,2.207,0.05,1978,0,0
12.412,48.21,1092,430,12874,19458,938.839,1.73,1.79,11.88,1.852,0.042,15312,1,1
26.25,51.69,1019,478,12858,19466,938.853,1.86,1.93,12.79,1.995,0.045,13503,1,1
-21.412,11.61,60000,3731,11853,17320,936.737,987.25,1162.59,6450.93,1223.277,156.797,5253,0,0
-7.414,50.1,207,400,13146,20062,939.649,0.81,0.84,5.58,0.871,0.02,6391,1,1
24.65,52.99,1350,406,12963,19390,938.725,1.75,1.81,12.02,1.874,0.042,22063,1,1
-10.185,47.57,1356,407,12963,19391,938.72,1.96,2.03,13.48,2.102,0.047,21809,1,1
18.441,52.5,1207,413,12901,19436,938.7,1.95,2.02,13.41,2.091,0.047,18042,1,1
18.46,56.06,262,400,13129,20002,939.504,0.48,0.5,3.29,0.513,0.012,7417,1,1
22.081,53.75,16,426,12554,19644,939.817,0.02,0.06,0.06,0.067,0.035,155,0,0
11.997,48.27,1155,411,12878,19444,938.805,2.01,2.09,13.82,2.156,0.049,15792,1,1
24.45,53.31,1109,548,12836,19450,938.905,2.13,2.21,14.67,2.287,0.052,13078,1,1
17.982,47.1,1111,481,12853,19467,938.937,2.06,2.14,14.17,2.21,0.05,13946,1,1
-14.144,13.59,1961,400,13647,20168,936.684,0.99,1.03,6.82,1.063,0.024,5515,0,0
28.65,42.5,54,406,12794,20702,937.539,2.08,2.16,14.31,2.232,0.05,809,0,0
-7.9,53.63,37,400,13238,20171,939.676,2.23,2.31,15.32,2.389,0.054,4904,1,1
21.66,50.46,119,400,13201,20146,939.641,1.38,1.43,9.5,1.481,0.033,6011,1,1
